Year,Project,PlatformAge (y),Platform,Station,Latitude,Longtitude,SamplingDate,InstallationDate,Depth,MethodOfCollection,IdentifiationTechnique,major group,kingdom,subkingdom,infrakingdom,superphylum,phylum,subphylum,Unaccepted subphylum,infraphylum,Unaccepted Infraphylum,superclass,Unaccepted Superclass,class,Unaccepted Class,subclass,Unaccepted Subclass,infraclass,superorder,Unaccepted Superorder,order,Unaccepted Order,suborder,infraorder,superfamily,family,Unaccepted Family,subfamily,supergenus,subgenus,genus,Unaccepted Genus,species name,Unaccepted Species,subspecies name,Unaccepted subSpecies,picture,ThaiName,Density,No_of_species,Diversity_index,pi,ln(pi),pi*ln(pi)
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Fragilariophycidae,,-,Fragilariophycanae,,Rhabdonematales ,,-,-,-,Rhabdonemataceae,,-,-,-,Rhabdonema,,Rhabdonema sp.,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Rhizosolenianae,,Rhizosoleniales,,-,-,-,Rhizosoleniaceae,,-,-,-,Dactyliosolen,,Dactyliosolen fragilissimus ,,"Rhizosolenia fragilissima f. fragilissima Bergon, 1903",no,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Rhizosolenianae,,Rhizosoleniales,,-,-,-,Rhizosoleniaceae,,-,-,-,Dactyliosolen,,Dactyliosolen blavyanus,,"Guinardia blavyana var. blavyana H. Peragallo, 1892",no,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Rhizosolenianae,,Rhizosoleniales,,-,-,-,Rhizosoleniaceae,,-,-,-,Guinardia,,Guinardia striata,,"Eucampia striata Stolterfoth, 1879",no,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Rhizosolenianae,,Rhizosoleniales,,-,-,-,Rhizosoleniaceae,,-,-,-,Guinardia,,Guinardia flaccida ,,"Rhizosolenia flaccida Castracane, 1886",no,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Rhizosolenianae,,Rhizosoleniales,,-,-,-,Rhizosoleniaceae,,-,-,-,Guinardia,,Guinardia sp.,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Rhizosolenianae,,Rhizosoleniales,,-,-,-,Rhizosoleniaceae,,-,-,-,Proboscia,,Proboscia alata ,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Rhizosolenianae,,Rhizosoleniales,,-,-,-,Rhizosoleniaceae,,-,-,-,Pseudosolenia,,Pseudosolenia calcar-avis,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Rhizosolenianae,,Rhizosoleniales,,-,-,-,Rhizosoleniaceae,,-,-,-,Rhizosolenia,,Rhizosolenia styliformis,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Rhizosolenianae,,Rhizosoleniales,,-,-,-,Rhizosoleniaceae,,-,-,-,Rhizosolenia ,,Rhizosolenia praebergonii,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Rhizosolenianae,,Rhizosoleniales,,-,-,-,Rhizosoleniaceae,,-,-,-,Rhizosolenia,,Rhizosolenia clevei var. communis,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Rhizosolenianae,,Rhizosoleniales,,-,-,-,Rhizosoleniaceae,,-,-,-,Rhizosolenia,,Rhizosolenia bergonii,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Rhizosolenianae,,Rhizosoleniales,,-,-,-,Rhizosoleniaceae,,-,-,-,Rhizosolenia,,Rhizosolenia cylindrus,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Rhizosolenianae,,Rhizosoleniales,,-,-,-,Rhizosoleniaceae,,-,-,-,Rhizosolenia,,Rhizosolenia hyalina,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Rhizosolenianae,,Rhizosoleniales,,-,-,-,Rhizosoleniaceae,,-,-,-,Rhizosolenia,,Rhizosolenia acuminata,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Rhizosolenianae,,Rhizosoleniales,,-,-,-,Rhizosoleniaceae,,-,-,-,Rhizosolenia,,Rhizosolenia sp.3,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Rhizosolenianae,,Rhizosoleniales,,-,-,-,Rhizosoleniaceae,,-,-,-,Rhizosolenia,,Rhizosolenia formosa,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Rhizosolenianae,,Rhizosoleniales,,-,-,-,Rhizosoleniaceae,,-,-,-,Rhizosolenia,,Rhizosolenia pungens,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Rhizosolenianae,,Rhizosoleniales,,-,-,-,Rhizosoleniaceae,,-,-,-,Rhizosolenia,,Rhizosolenia imbricata,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Rhizosolenianae,,Rhizosoleniales,,-,-,-,Rhizosoleniaceae,,-,-,-,Rhizosolenia,,Rhizosolenia phuketensis,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Rhizosolenianae,,Rhizosoleniales,,-,-,-,Rhizosoleniaceae,,-,-,-,Rhizosolenia,,Rhizosolenia imbricata,,Rhizosolenia imbricata var. striata ,no,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Rhizosolenianae,,Rhizosoleniales,,-,-,-,Rhizosoleniaceae,,-,-,-,Rhizosolenia,,Rhizosolenia sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Rhizosolenianae,,Rhizosoleniales,,-,-,-,Rhizosoleniaceae,,-,-,-,Rhizosolenia,,Rhizosolenia sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Rhopalodiales ,,-,-,-,Rhopalodiaceae,,-,-,-,Epithemia,,Epithemia sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Rhopalodiales ,,-,-,-,Rhopalodiaceae,,-,-,-,Epithemia,,Epithemia sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Rhopalodiales ,,-,-,-,Rhopalodiaceae,,-,-,-,Epithemia,,Epithemia sp.3,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Fragilariophycidae,,-,Fragilariophycanae ,,Striatellales,,-,-,-,Striatellaceae,,-,-,-,Grammatophora,,Grammatophora sp.,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Fragilariophycidae,,-,Fragilariophycanae ,,Striatellales,,-,-,-,Striatellaceae,,-,-,-,Striatella,,Striatella sp.,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Surirellales,,-,-,-,Entomoneidaceae,,-,-,-,Entomoneis ,,Entomoneis sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Surirellales,,-,-,-,Entomoneidaceae,,-,-,-,Entomoneis ,,Entomoneis sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Surirellales,,-,-,-,Entomoneidaceae,,-,-,-,Entomoneis ,,Entomoneis sp.3,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Surirellales,,-,-,-,Surirellaceae,,-,-,-,Campylodiscus,,Campylodiscus sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Surirellales,,-,-,-,Surirellaceae,,-,-,-,Campylodiscus,,Campylodiscus sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Surirellales,,-,-,-,Surirellaceae,,-,-,-,Campylodiscus,,Campylodiscus sp.3,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Surirellales,,-,-,-,Surirellaceae,,-,-,-,Surirella ,,Surirella sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Surirellales,,-,-,-,Surirellaceae,,-,-,-,Surirella ,,Surirella sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Fragilariophycidae,,-,Fragilariophycanae,,Tabellariales,,-,-,-,Tabellariaceae,,-,-,-,Tabellaria,,Tabellaria fenestrata,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Fragilariophycidae,,-,Fragilariophycanae,,Tabellariales,,-,-,-,Tabellariaceae,,-,-,-,Tabellaria,,Tabellaria sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Fragilariophycidae,,-,Fragilariophycanae,,Thalassionematales,,-,-,-,Thalassionemataceae,,-,-,-,Lioloma ,,Lioloma sp.,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Fragilariophycidae,,-,Fragilariophycanae,,Thalassionematales,,-,-,-,Thalassionemataceae,,-,-,-,Thalassionema,,Thalassionema nitzschioides,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Fragilariophycidae,,-,Fragilariophycanae,,Thalassionematales,,-,-,-,Thalassionemataceae,,-,-,-,Thalassionema,,Thalassionema sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Fragilariophycidae,,-,Fragilariophycanae,,Thalassionematales,,-,-,-,Thalassionemataceae,,-,-,-,Thalassionema,,Thalassionema sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Fragilariophycidae,,-,Fragilariophycanae,,Thalassionematales,,-,-,-,Thalassionemataceae,,-,-,-,Thalassiothrix,,Thalassiothrix sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Fragilariophycidae,,-,Fragilariophycanae,,Thalassionematales,,-,-,-,Thalassionemataceae,,-,-,-,Thalassiothrix,,Thalassiothrix sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Fragilariophycidae,,-,Fragilariophycanae,,Thalassionematales,,-,-,-,Thalassionemataceae,,-,-,-,Thalassiothrix,,Thalassiothrix sp.3,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Thalassiophysales,,-,-,-,Catenulaceae,,-,-,-,Amphora,,Amphora sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Thalassiophysales,,-,-,-,Catenulaceae,,-,-,-,Amphora,,Amphora sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Thalassiophysales,,-,-,-,Catenulaceae,,-,-,-,Amphora,,Amphora sp.3,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Thalassiophysales,,-,-,-,Catenulaceae,,-,-,-,Amphora,,Amphora sp.4,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Thalassiophysales,,-,-,-,Catenulaceae,,-,-,-,Amphora,,Amphora sp.5,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Thalassiosiranae,,Thalassiosirales,,-,-,-,Lauderiaceae,,-,-,-,Lauderia,,Lauderia annulata,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Thalassiosiranae,,Thalassiosirales,,-,-,-,Lauderiaceae,,-,-,-,Lauderia,,Lauderia sp.,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Thalassiosiranae,,Thalassiosirales,,-,-,-,Skeletonemaceae,,-,-,-,Skeletonema ,,Skeletonema sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Thalassiosiranae,,Thalassiosirales,,-,-,-,Skeletonemaceae,,-,-,-,Skeletonema ,,Skeletonema sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Thalassiosiranae,,Thalassiosirales,,-,-,-,Stephanodiscaceae,,-,-,-,Cyclotella ,,Cyclotella sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Thalassiosiranae,,Thalassiosirales,,-,-,-,Stephanodiscaceae,,-,-,-,Cyclotella ,,Cyclotella sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Thalassiosiranae,,Thalassiosirales,,-,-,-,Thalassiosiraceae,,-,-,-,Planktoniella,,Planktoniella blanda,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Thalassiosiranae,,Thalassiosirales,,-,-,-,Thalassiosiraceae,,-,-,-,Planktoniella,,Planktoniella sol,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Thalassiosiranae,,Thalassiosirales,,-,-,-,Thalassiosiraceae,,-,-,-,Thalassiosira,,Thalassiosira subtilis ,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Thalassiosiranae,,Thalassiosirales,,-,-,-,Thalassiosiraceae,,-,-,-,Thalassiosira,,Thalassiosira sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Thalassiosiranae,,Thalassiosirales,,-,-,-,Thalassiosiraceae,,-,-,-,Thalassiosira,,Thalassiosira sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Thalassiosiranae,,Thalassiosirales,,-,-,-,Thalassiosiraceae,,-,-,-,Thalassiosira,,Thalassiosira sp.3,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Thalassiosiranae,,Thalassiosirales,,-,-,-,Thalassiosiraceae,,-,-,-,Thalassiosira,,Thalassiosira sp.4,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Thalassiosiranae,,Thalassiosirales,,-,-,-,Thalassiosiraceae,,-,-,-,Thalassiosira,,Thalassiosira sp.5,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Triceratiales,,-,-,-,Triceratiaceae,,-,-,-,Odontella,,Odontella mobiliensis,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Triceratiales,,-,-,-,Triceratiaceae,,-,-,-,Odontella,,Odontella sinensis,,"Biddulphia sinensis Greville, 1866",no,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Triceratiales,,-,-,-,Triceratiaceae,,-,-,-,Odontella,,Odontella aurita,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Triceratiales,,-,-,-,Triceratiaceae,,-,-,-,Odontella,,Odontella sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Triceratiales,,-,-,-,Triceratiaceae,,-,-,-,Odontella,,Odontella sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Triceratiales,,-,-,-,Triceratiaceae,,-,-,-,Pseudictyota ,,Pseudictyota dubium ,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Triceratiales,,-,-,-,Triceratiaceae,,-,-,-,Triceratium,,Triceratium favus,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Triceratiales,,-,-,-,Triceratiaceae,,-,-,-,Triceratium,,Triceratium pentacrinus,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Triceratiales,,-,-,-,Triceratiaceae,,-,-,-,Triceratium,,Triceratium sol ,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Triceratiales,,-,-,-,Triceratiaceae,,-,-,-,Triceratium,,Triceratium sp.,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Rhizaria,-,Foraminifera,-,,-,,-,,-,,-,,-,-,,-,,-,-,-,-,,-,-,-,-,,-,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,-,-,-,Ochrophyta,-,,-,,-,,Dictyochophyceae,,-,,-,-,,Dictyochales,,-,-,-,Dictyochaceae,,-,-,-,Dictyocha,,Dictyocha fibula,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,-,-,-,Ochrophyta,-,,-,,-,,Dictyochophyceae,,-,,-,-,,Dictyochales,,-,-,-,Dictyochaceae,,-,-,-,Dictyocha,,Dictyocha speculum,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,-,-,-,Ochrophyta,-,,-,,-,,Phaeophyceae,,Fucophycidae,,-,-,,Ectocarpales,,-,-,-,Chordariaceae,,-,-,-,Pilinia,,Pilinia sp.,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa ,Halvaria,-,Miozoa,Myzozoa,,Dinozoa,,Dinoflagellata,,Dinophyceae,,-,,-,-,,Dinophysales,,-,-,-,Amphisoleniaceae,,-,-,-,Amphisolenia,,Amphisolenia bidentata,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa ,Halvaria,-,Miozoa,Myzozoa,,Dinozoa,,Dinoflagellata,,Dinophyceae,,-,,-,-,,Dinophysales,,-,-,-,Amphisoleniaceae,,-,-,-,Amphisolenia,,Amphisolenia sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa ,Halvaria,-,Miozoa,Myzozoa,,Dinozoa,,Dinoflagellata,,Dinophyceae,,-,,-,-,,Dinophysales,,-,-,-,Amphisoleniaceae,,-,-,-,Amphisolenia,,Amphisolenia sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa ,Halvaria,-,Miozoa,Myzozoa,,Dinozoa,,Dinoflagellata,,Dinophyceae,,-,,-,-,,Dinophysales,,-,-,-,Dinophysaceae,,-,-,-,Dinophysis,,Dinophysis argus,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa ,Halvaria,-,Miozoa,Myzozoa,,Dinozoa,,Dinoflagellata,,Dinophyceae,,-,,-,-,,Dinophysales,,-,-,-,Dinophysaceae,,-,-,-,Dinophysis,,Dinophysis caudata,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa ,Halvaria,-,Miozoa,Myzozoa,,Dinozoa,,Dinoflagellata,,Dinophyceae,,-,,-,-,,Dinophysales,,-,-,-,Dinophysaceae,,-,-,-,Dinophysis,,Dinophysis hastata,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa ,Halvaria,-,Miozoa,Myzozoa,,Dinozoa,,Dinoflagellata,,Dinophyceae,,-,,-,-,,Dinophysales,,-,-,-,Dinophysaceae,,-,-,-,Dinophysis,,Dinophysis miles,,-,,,,,,,,,
